fn	sample_name	id	idz	group	title	author	year	l	num_lines
corpus/Sonnets/Z300482210.txt	Sonnets	english/sewardan/Z300482210	Z300482210	1750-1774	SONNET VII.	Seward, Anna, 1742-1809	[1855]	With Infancy's light step and glances wild,	14
corpus/Sonnets/Z300482230.txt	Sonnets	english/sewardan/Z300482230	Z300482230	1750-1774	SONNET XXVII.	Seward, Anna, 1742-1809	[1855]	His ragged locks stiff with the hoary dew;	14
corpus/Sonnets/Z300482297.txt	Sonnets	english/sewardan/Z300482297	Z300482297	1750-1774	SONNET XCIV.	Seward, Anna, 1742-1809	[1855]	Retirement's silent hours.—Himself he flies,	14
corpus/Sonnets/Z300341589.txt	Sonnets	english/downmanh/Z300341589	Z300341589	1750-1774	XXIII. To Mrs. ILBERT.	Downman, Hugh, 1740-1809	1775	Whence springs the gentle sympathising sigh,	14
corpus/Sonnets/Z200413633.txt	Sonnets	english/langhorn/Z200413633	Z200413633	1750-1774	SONNET  TO MR. LANGHORNE.	Scott, John, 1730-1783	1760	Save by the Muse's soul&hyphen;enchanting lay,	14
corpus/Sonnets/Z300341596.txt	Sonnets	english/downmanh/Z300341596	Z300341596	1750-1774	XXX. To Mr. S. CODRINGTON.	Downman, Hugh, 1740-1809	1775	Unhackney'd in the sordid paths of men,	14
corpus/Sonnets/Z300341571.txt	Sonnets	english/downmanh/Z300341571	Z300341571	1750-1774	V. To Mr. CODRINGTON.	Downman, Hugh, 1740-1809	1775	Was never strung in vain! whose faithful soul,	14
corpus/Sonnets/Z300341575.txt	Sonnets	english/downmanh/Z300341575	Z300341575	1750-1774	IX. To Archdeacon SLEECH.	Downman, Hugh, 1740-1809	1775	Nor, tho declining in the vale of age,	14
corpus/Sonnets/Z300426476.txt	Sonnets	english/masonwil/Z300426476	Z300426476	1750-1774	SONNET XI.  OCCASIONED BY A LATE ATTACK ON THE PRESENT TASTE OF ENGLISH GARDENS.	Mason, William, 1725-1797	1782	And cry'd, “as Pedants are true Learning's foes,	14
corpus/Sonnets/Z300341587.txt	Sonnets	english/downmanh/Z300341587	Z300341587	1750-1774	XXI. To Mr. WOOD.	Downman, Hugh, 1740-1809	1775	And on chaste plume, thro the polluted air	14
corpus/Sonnets/Z300482225.txt	Sonnets	english/sewardan/Z300482225	Z300482225	1750-1774	SONNET XXII.  SUBJECT CONTINUED.	Seward, Anna, 1742-1809	[1855]	Enthusiasm breathes, no more of light	14
corpus/Sonnets/Z300482250.txt	Sonnets	english/sewardan/Z300482250	Z300482250	1750-1774	SONNET XLVII.  ON MR SARGENT'S DRAMATIC POEM,  THE MINE.	Seward, Anna, 1742-1809	[1855]	The central caverns of the mornless night,	14
corpus/Sonnets/Z300482240.txt	Sonnets	english/sewardan/Z300482240	Z300482240	1750-1774	SONNET XXXVII.  AUTUMN.	Seward, Anna, 1742-1809	[1855]	Welcomes their gentle or terrific pace.—	14
corpus/Sonnets/Z300482247.txt	Sonnets	english/sewardan/Z300482247	Z300482247	1750-1774	SONNET XLIV.	Seward, Anna, 1742-1809	[1855]	To this umbrageous vale at noon&hyphen;tide hour,	14
corpus/Sonnets/Z300482243.txt	Sonnets	english/sewardan/Z300482243	Z300482243	1750-1774	SONNET XL.  DECEMBER MORNING.	Seward, Anna, 1742-1809	[1855]	Winter's pale dawn;—and as warm fires illume,	14
corpus/Sonnets/Z300482227.txt	Sonnets	english/sewardan/Z300482227	Z300482227	1750-1774	SONNET XXIV.	Seward, Anna, 1742-1809	[1855]	The year an image of our life's short span!	14
corpus/Sonnets/Z300463024.txt	Sonnets	english/polwhele/Z300463024	Z300463024	1750-1774	SONNET the TWENTIETH. To the AUTHOR, on seeing his Plan for a History of Devonshire, 1790.	Downman, Hugh, 1740-1809	1781	Where scarcely blows a solitary Flower;	14
corpus/Sonnets/Z300341577.txt	Sonnets	english/downmanh/Z300341577	Z300341577	1750-1774	XI. To Mr. JACKSON.	Downman, Hugh, 1740-1809	1775	Whence thy own stream of harmony proceeds;	14
corpus/Sonnets/Z300341597.txt	Sonnets	english/downmanh/Z300341597	Z300341597	1750-1774	XXXI. To J. P. TAYLOR, Esq.	Downman, Hugh, 1740-1809	1775	Who fostering qualities of noble kind,	14
corpus/Sonnets/Z300426474.txt	Sonnets	english/masonwil/Z300426474	Z300426474	1750-1774	SONNET IX.  TO THE BISHOP OF WORCESTER, SENT TO HIM WITH THE PRECEDING SONNET.	Mason, William, 1725-1797	1782	Has led me one and seventy years along,	14
corpus/Sonnets/Z300426477.txt	Sonnets	english/masonwil/Z300426477	Z300426477	1750-1774	SONNET XII.  TO A GRAVEL WALK, RELATIVE TO THE PRECEDING SUBJECT.	Mason, William, 1725-1797	1782	With sidelong tufts of flow'ry fragrance crown'd,	14
corpus/Sonnets/Z300426467.txt	Sonnets	english/masonwil/Z300426467	Z300426467	1750-1774	SONNET II.  PRESENTED TO A FRIEND ON THE MORNING OF HIS MARRIAGE.	Mason, William, 1725-1797	1782	Shall not in silence to its height ascend;	14
corpus/Sonnets/Z300482233.txt	Sonnets	english/sewardan/Z300482233	Z300482233	1750-1774	SONNET XXX.	Seward, Anna, 1742-1809	[1855]	Breathe of past years, to all their joys allied;	14
corpus/Sonnets/Z300341574.txt	Sonnets	english/downmanh/Z300341574	Z300341574	1750-1774	VIII. To Chancellor QUICKE.	Downman, Hugh, 1740-1809	1775	For the more tender notes of love, unfit;	14
corpus/Sonnets/Z300426475.txt	Sonnets	english/masonwil/Z300426475	Z300426475	1750-1774	SONNET X.  FEBRUARY 23, 1797. ANNIVERSARY.	Mason, William, 1725-1797	1782	To bear me to the term of seventy&hyphen;two.	14
corpus/Sonnets/Z300341569.txt	Sonnets	english/downmanh/Z300341569	Z300341569	1750-1774	III. To Mr. PATCH.	Downman, Hugh, 1740-1809	1775	Devoted ever to the public good,	14
corpus/Sonnets/Z300429539.txt	Sonnets	english/micklewi/Z300429539	Z300429539	1750-1774	SONNET TO VASCO DE GAMA: FROM TASSO.	Mickle, William Julius, 1735-1788	1776	Vasco le cui felici, &c.	15
corpus/Sonnets/Z200426364.txt	Sonnets	english/masonwil/Z200426364	Z200426364	1750-1774	TO ROBERT EARL OF HOLDERNESSE, BARON D'ARCY, MENIL AND CONYERS, LORD WARDEN OF HIS MAJESTY'S CINQUE PORTS, AND GOVERNOR OF DOVER CASTLE.  SONNET.	Mason, William, 1725-1797	1782	Smit with the love of Song, my youth essay'd,	14
corpus/Sonnets/Z300341594.txt	Sonnets	english/downmanh/Z300341594	Z300341594	1750-1774	XXVIII. To Mr. D. WILLIAMS.	Downman, Hugh, 1740-1809	1775	The weak mind caught by novelties instead;	14
corpus/Sonnets/Z300482249.txt	Sonnets	english/sewardan/Z300482249	Z300482249	1750-1774	SONNET XLVI.	Seward, Anna, 1742-1809	[1855]	Thy funeral glides to Life's eternal home,	14
corpus/Sonnets/Z300482237.txt	Sonnets	english/sewardan/Z300482237	Z300482237	1750-1774	SONNET XXXIV.	Seward, Anna, 1742-1809	[1855]	Tears our best hopes away, the wounded heart	14
corpus/Sonnets/Z300482223.txt	Sonnets	english/sewardan/Z300482223	Z300482223	1750-1774	SONNET XX.  ON READING A DESCRIPTION OF POPE'S CARDENS AT TWICKENHAM.	Seward, Anna, 1742-1809	[1855]	Musæus cultur'd, many a raptured sigh	14
corpus/Sonnets/Z300482277.txt	Sonnets	english/sewardan/Z300482277	Z300482277	1750-1774	SONNET LXXIV.	Seward, Anna, 1742-1809	[1855]	Supinely stretch'd beneath the poplar shade,	14
corpus/Sonnets/Z300482274.txt	Sonnets	english/sewardan/Z300482274	Z300482274	1750-1774	SONNET LXXI.  TO THE POPPY.	Seward, Anna, 1742-1809	[1855]	To crown the votary of love and joy,	14
corpus/Sonnets/Z200323300.txt	Sonnets	english/cowperwi/Z200323300	Z200323300	1750-1774	SONNET ADDRESSED TO WILLIAM HAYLEY, ESQ.	Cowper, William, 1731-1800	1803	In our first interview, delightful guest!	14
corpus/Sonnets/Z300482279.txt	Sonnets	english/sewardan/Z300482279	Z300482279	1750-1774	SONNET LXXVI.  THE CRITICS OF DR JOHNSON'S SCHOOL.	Seward, Anna, 1742-1809	[1855]	Ape the great despot; throw in pompous tone	14
corpus/Sonnets/Z200323137.txt	Sonnets	english/cowperwi/Z200323137	Z200323137	1750-1774	ON OBSERVING SOME NAMES OF LITTLE NOTE  RECORDED IN THE BIOGRAPHIA BRITANNICA.	Cowper, William, 1731-1800	1803	To names ignoble, born to be forgot!	14
corpus/Sonnets/Z300341583.txt	Sonnets	english/downmanh/Z300341583	Z300341583	1750-1774	XVII. To Lieutenant&hyphen;Colonel SIMCOE.	Downman, Hugh, 1740-1809	1775	Merit may toil in vain, and valour bleed,	14
corpus/NotSonnets/Z200193690.txt	NotSonnets	american/am1218/Z200193690	Z200193690	1750-1774	The BIRDS, the BEASTS, and the BAT.  A FABLE.	Hopkinson, Francis, 1737-1791	1763	If all is true that Æsop says,	81
corpus/NotSonnets/Z200281600.txt	NotSonnets	english/blackmor/Z200281600	Z200281600	1750-1774	Psalm LV.	Blackmore, Richard, Sir, d. 1729	1723	Nor my Complaints despise;	68
corpus/NotSonnets/Z300323107.txt	NotSonnets	english/cowperwi/Z300323107	Z300323107	1750-1774	LIX. TRUE AND FALSE COMFORTS.	Cowper, William, 1731-1800	1803	The sin&hyphen;sick soul revives,	24
corpus/NotSonnets/Z200460524.txt	NotSonnets	english/perronet/Z200460524	Z200460524	1750-1774	THE INQUIRY ANSWERED.	Perronet, Edward, 1721-1792	[1757]	What to think, or think upon,	24
corpus/NotSonnets/Z400332741.txt	NotSonnets	english/dartjohn/Z400332741	Z400332741	1750-1774	Sulpicia to Cerinthus. III.	Dart, John, d. 1730 (trans.) / Tibullus (orig.)	1718	The level Plain, or seek the Woodland Ground;	42
corpus/NotSonnets/Z300482390.txt	NotSonnets	english/sewardan/Z300482390	Z300482390	1750-1774	ADDRESS  TO THE  RIVER IN A LANDSCAPE,  BEAUTIFULLY DRAWN BY THE REV. WILLIAM BREE, AND IN THE POSSESSION OF THE REV. HENRY WHITE OF LICHFIELD.	Seward, Anna, 1742-1809	[1855]	And the green quietness of distant vales,	76
corpus/NotSonnets/Z300535865.txt	NotSonnets	english/whytesam/Z300535865	Z300535865	1750-1774	LETTER V.	Whyte, S. (Samuel), 1733-1811	1792	The Bar's remov'd that heighten'd my Distress,	159
corpus/NotSonnets/Z200145792.txt	NotSonnets	american/am0079/Z200145792	Z200145792	1750-1774	THE LADIES of CASTILE.  A TRAGEDY, IN FIVE ACTS.	Warren, Mercy Otis, 1728-1814	1773	Fierce snaps the bit, and rolls his eye abroad,	1845
corpus/NotSonnets/Z300145442.txt	NotSonnets	american/am0073/Z300145442	Z300145442	1750-1774	A SEA&hyphen;PIECE.	Evans, Nathaniel, 1742-1767	1772	While o'er the deep I cast my straining eye?	44
corpus/NotSonnets/Z300341554.txt	NotSonnets	english/downmanh/Z300341554	Z300341554	1750-1774	XXXI.  [At least in plumes unborrow'd I present]	Downman, Hugh, 1740-1809	1775	These elegies of love to Thespia's eye;	52
corpus/NotSonnets/Z200428848.txt	NotSonnets	english/merrickj/Z200428848	Z200428848	1750-1774	PSALM CXXVIII.	Merrick, James, 1720-1769 (trans.) / Psalms of David (orig.)	1763	His Pow'r confess, his Law revere!	24
corpus/NotSonnets/Z200388976.txt	NotSonnets	english/hawkshaw/Z200388976	Z200388976	1750-1774	Translated from the Italian Poets.  To his Mistress.	Hawkshaw, Benjamin, d. 1738	1693	The watchful Virgins shall invite to play,	41
corpus/NotSonnets/Z200264583.txt	NotSonnets	english/arwakere/Z200264583	Z200264583	1750-1774	FABLE XV. The Ass&hyphen;Teacher.  Wise Procrastination.	Arwaker, Edmund, d. 1730	1689	Did many ways his Subjects Purses drain;	30
corpus/NotSonnets/Z300398328.txt	NotSonnets	english/homeanne/Z300398328	Z300398328	1750-1774	THE LAMENTATION OF MARY STUART, QUEEN OF SCOTS	Hunter, John, Mrs., 1742-1821	[1804?]	I Sigh, and lament me in vain,	24
corpus/NotSonnets/Z200388914.txt	NotSonnets	english/hawkshaw/Z200388914	Z200388914	1750-1774	The Consolation.	Hawkshaw, Benjamin, d. 1738	1693	'Cause in this World you're left alone;	18
corpus/NotSonnets/Z300381901.txt	NotSonnets	english/grainger/Z300381901	Z300381901	1750-1774	TO THE NYMPH OF PITKEATHLY WATERS.	Grainger, James, 1721?-1766	1759	When Sickness cropp'd the beauties of her face;	41
corpus/NotSonnets/Z200264363.txt	NotSonnets	english/arwakere/Z200264363	Z200264363	1750-1774	FABLE X. The Sick Lion and Fox:  Or, No Halting before Cripples.	Arwaker, Edmund, d. 1730	1689	And now the Beasts no more his Fury dread:	26
corpus/NotSonnets/Z200653828.txt	NotSonnets	english-ed2/ep2308/Z200653828	Z200653828	1750-1774	THE BODY&hyphen;POLITIC.	Alcock, Mary, c.1742-1798	1799	Rebellion, rapine, bloodshed, anarchy,	56
corpus/NotSonnets/Z200627253.txt	NotSonnets	english-ed2/ep2115/Z200627253	Z200627253	1750-1774	INSCRIPTION ON THE PILLAR LATELY ERECTED TO THE MEMORY OF Dr.TOBIAS SMOLLETT, ON THE BANKS OF THE LEVEN.	Smollett, Tobias George, 1721-1771	1777	Siste viator!	34
corpus/NotSonnets/Z200404949.txt	NotSonnets	english/jerningh/Z200404949	Z200404949	1750-1774	THE NUNNERY.	Jerningham, Mr. (Edward), 1737?-1812	1768	And Silence sooths the vestal world to rest,	96
corpus/NotSonnets/Z200139509.txt	NotSonnets	english/aikinann/Z200139509	Z200139509	1750-1774	INSCRIPTION FOR AN ICE&hyphen;HOUSE.	Barbauld, Mrs. (Anna Letitia), 1743-1825	1825	Thrice locked and bolted, this rude arch beneath	31
corpus/NotSonnets/Z300488172.txt	NotSonnets	english/smartchr/Z300488172	Z300488172	1750-1774	ODE VII. TO ASTERIE.	Smart, Christopher, 1722-1771 (trans.) / Horace, 65-8 BC (orig.)	1772	Him, whom the zephyrs shall restore,	48
corpus/NotSonnets/Z300429495.txt	NotSonnets	english/micklewi/Z300429495	Z300429495	1750-1774	[“The best of parents blest my younger days]	Mickle, William Julius, 1735-1788	1776	“The best of parents blest my younger days;	42
corpus/NotSonnets/Z300318156.txt	NotSonnets	english/collinsw/Z300318156	Z300318156	1750-1774	8 Ode to Fear	Collins, William, 1721-1759	1969	Thou, to whom the world unknown	71
corpus/NotSonnets/Z300482193.txt	NotSonnets	english/sewardan/Z300482193	Z300482193	1750-1774	TO THE YOUNG MARRIED LADY WHO HUMANELY PURCHASES THIS TRIFLE.	Seward, Anna, 1742-1809	[1855]	Thy faithful vows at Hymen's shrine,	16
corpus/NotSonnets/Z400332744.txt	NotSonnets	english/dartjohn/Z400332744	Z400332744	1750-1774	To Juno. VI.	Dart, John, d. 1730 (trans.) / Tibullus (orig.)	1718	Of Spices we in od'rous Heaps prefer!	34
corpus/NotSonnets/Z300426516.txt	NotSonnets	english/masonwil/Z300426516	Z300426516	1750-1774	PSALM XV.	Mason, William, 1725-1797	1782	Or hope to join thy heav'nly choir,	16
corpus/NotSonnets/Z300398356.txt	NotSonnets	english/homeanne/Z300398356	Z300398356	1750-1774	SONG.  [MY mother bids me bind my hair]	Hunter, John, Mrs., 1742-1821	[1804?]	MY mother bids me bind my hair	16
corpus/NotSonnets/Z200417047.txt	NotSonnets	english/lloydrob/Z200417047	Z200417047	1750-1774	THE POET.  ANEPISTLE TO C. CHURCHILL.	Lloyd, Robert, 1733-1764	1762	And sets you on the Muses' throne,	362
corpus/NotSonnets/Z200139458.txt	NotSonnets	english/aikinann/Z200139458	Z200139458	1750-1774	TO MRS. P&sblank;&sblank;&sblank;&sblank;&sblank;&sblank;&sblank;&sblank;,  WITH SOME DRAWINGS OF BIRDS AND INSECTS.	Barbauld, Mrs. (Anna Letitia), 1743-1825	1825	The kindred arts to please thee shall conspire,	130
corpus/NotSonnets/Z300323065.txt	NotSonnets	english/cowperwi/Z300323065	Z300323065	1750-1774	XVII. THE HOUSE OF PRAYER.	Cowper, William, 1731-1800	1803	O Lord, thy dwelling&hyphen;place secure!	24
corpus/NotSonnets/Z200388977.txt	NotSonnets	english/hawkshaw/Z200388977	Z200388977	1750-1774	The FAREWEL.	Hawkshaw, Benjamin, d. 1738	1693	Thy self with airy Fantoms to deceive;	36
corpus/NotSonnets/Z300381848.txt	NotSonnets	english/grainger/Z300381848	Z300381848	1750-1774	THE FOURTH ELEGY.  [Chains, and a haughty Fair I fearless view!]	Grainger, James, 1721?-1766 (trans.)  / Tibullus (orig.)	1759	Hopes of paternal Freedom all adieu.	76
corpus/NotSonnets/Z200281339.txt	NotSonnets	english/blackmor/Z200281339	Z200281339	1750-1774	AN ODE TO JEHOVAH, Immutable, Merciful and Just.	Blackmore, Richard, Sir, d. 1729	1723	Thy Heav'nly Beams, and whelm me o'er with Day:	179
corpus/NotSonnets/Z200281611.txt	NotSonnets	english/blackmor/Z200281611	Z200281611	1750-1774	Psalm LXII.	Blackmore, Richard, Sir, d. 1729	1723	Him I my Saviour call,	36
corpus/NotSonnets/Z300542577.txt	NotSonnets	english/woodhou2/Z300542577	Z300542577	1750-1774	TO THE Right Honourable LORD LYTTLETON.	Woodhouse, James, 1735-1820	1896	By superstition urg'd to pious deed,	34
corpus/NotSonnets/Z200281461.txt	NotSonnets	english/blackmor/Z200281461	Z200281461	1750-1774	Psalm VI.	Blackmore, Richard, Sir, d. 1729	1723	In Anger do not chuse;	36
corpus/NotSonnets/Z200405712.txt	NotSonnets	english/joneshen/Z200405712	Z200405712	1750-1774	AN EPISTLE To the Right Honourable The Earl of ORRERY,  Occasion'd by reading his Lordship's Translation of Pliny's Epistles.	Jones, Henry, 1721-1770	1778	Impartial Reason, and superior Sense,	162
corpus/NotSonnets/Z200653719.txt	NotSonnets	english-ed2/ep2306/Z200653719	Z200653719	1750-1774	The SETTING SUN.	Leapor, Mary, 1722-1746	1751	From our fond Eyes he draws the trembling Ray:	18
corpus/NotSonnets/Z200340120.txt	NotSonnets	english/doddwill/Z200340120	Z200340120	1750-1774	SOCIETY  AN ODE.	Dodd, William, 1729-1777	[1753?]	What is living without thee?	92
corpus/NotSonnets/Z300482397.txt	NotSonnets	english/sewardan/Z300482397	Z300482397	1750-1774	TO  ROBERT HARPER, Esq.   SENT TO HIM THE NIGHT BEFORE HE TOOK HIS BRIDE TO THEIR HOUSE IN LONDON.	Seward, Anna, 1742-1809	[1855]	Beneath that roof, fair Catherine's home so long;	14
corpus/NotSonnets/Z200139541.txt	NotSonnets	english/aikinann/Z200139541	Z200139541	1750-1774	RIDDLE.	Barbauld, Mrs. (Anna Letitia), 1743-1825	1825	In shape is almost square;	28
corpus/NotSonnets/Z300535609.txt	NotSonnets	english/whytesam/Z300535609	Z300535609	1750-1774	SONNET III. TO GORGES EDMOND HOWARD, ESQ.  ON READING SOME ILLIBERAL STRICTURES ON HIS WRITINGS AND CHARACTER.	Whyte, S. (Samuel), 1733-1811	1792	The weak enervate flight of modern rhymes;	14
corpus/NotSonnets/Z200535856.txt	NotSonnets	english/whytesam/Z200535856	Z200535856	1750-1774	ON THE BERNARD FAMILY, IN CARLOW.	Whyte, S. (Samuel), 1733-1811	1792	Nor court the vocal Throng:	72
corpus/NotSonnets/Z300541583.txt	NotSonnets	english/wolcotjo/Z300541583	Z300541583	1750-1774	CORIN'S PROFESSION,  OR THE SONG OF CONSTANCY.	Pindar, Peter, 1738-1819	1812	Tho' both are in youth, yet that youth will decay,	28
corpus/NotSonnets/Z200281815.txt	NotSonnets	english/blackmor/Z200281815	Z200281815	1750-1774	Psalm CXXVIII.	Blackmore, Richard, Sir, d. 1729	1723	And walks in his pure Ways;	16
corpus/NotSonnets/Z200418355.txt	NotSonnets	english/lovibond/Z200418355	Z200418355	1750-1774	ON An ASIATIC LADY.	Lovibond, Edward, 1724-1775	1785	Of gems and gold who spoil the radiant East;	24
corpus/NotSonnets/Z200536520.txt	NotSonnets	english/wilkiewi/Z200536520	Z200536520	1750-1774	FABLE XII. The Rake and the Hermit.	Wilkie, William, 1721-1772	1769	Philosopher and atheist grown,	132
corpus/NotSonnets/Z200428823.txt	NotSonnets	english/merrickj/Z200428823	Z200428823	1750-1774	PSALM CIII.	Merrick, James, 1720-1769 (trans.) / Psalms of David (orig.)	1763	The Mercies of th' eternal King:	72
corpus/NotSonnets/Z200312337.txt	NotSonnets	english/churchil/Z200312337	Z200312337	1750-1774	THE TIMES	Churchill, Charles, 1731-1764	1933	When modesty was scarcely held a crime;	702
corpus/Sonnets/Z300455954.txt	Sonnets	english/parkthom/Z300455954	Z300455954	1775-1799	SONNET IV.  Written in Mr. Scott's Garden, at Amwell&hyphen;End, IIerts, a short Time after his Decease.	Park, Thomas, 1759-1834	1804	Roams to the distant mansions of the dead,	14
corpus/Sonnets/Z300488934.txt	Sonnets	english/smithcha/Z300488934	Z300488934	1775-1799	SONNET XXI. SUPPOSED TO BE WRITTEN BY WERTER.	Smith, Charlotte Turner, 1749-1806	1807	To other hearts thy burning arrows bear;	14
corpus/Sonnets/Z300488930.txt	Sonnets	english/smithcha/Z300488930	Z300488930	1775-1799	SONNET XVII. FROM THE THIRTEENTH CANTATA OF METASTASIO.	Smith, Charlotte Turner, 1749-1806	1807	I carve Miranda's cypher—Beauteous tree!	14
corpus/Sonnets/Z200414270.txt	Sonnets	english/laurence/Z200414270	Z200414270	1775-1799	Sonnet.  [Ye gales, that gently soothe the smiling sky]	Laurence, French, 1757-1809	1872	And, stealing from the flow'rs their nectar'd dews,	14
corpus/Sonnets/Z200401148.txt	Sonnets	english/huddesfo/Z200401148	Z200401148	1775-1799	SONNET XIII. INSANIENTIS DUM SAPIENTIÆ.	Huddesford, George, 1749-1809	1803	Heedless of Heav'n, my giddy course I steer'd,	14
corpus/Sonnets/Z300480005.txt	Sonnets	english/russellt/Z300480005	Z300480005	1775-1799	SONNET. IV.	Russell, Thomas, 1762-1788	1789	That shed soft fragrance o'er my drooping frame,	14
